TransactionID,Product
90,Cereal
91,Eggs
92,Cheese
92,Cereal
92,Bread
92,Butter
93,Bread
93,Eggs
93,Milk
94,Cheese
95,Juice
96,Bread
96,Eggs
96,Cheese
97,Cheese
97,Juice
97,Bread
97,Eggs
98,Cereal
98,Bread
98,Milk
98,Butter
99,Bread
99,Cereal
99,Milk
100,Butter
101,Milk
101,Bread
102,Juice
102,Eggs
102,Cereal
103,Eggs
103,Milk
104,Cheese
104,Juice
105,Butter
105,Juice
106,Juice
106,Eggs
106,Bread
107,Cereal
107,Milk
107,Juice
108,Cheese
108,Juice
109,Juice
109,Eggs
109,Milk
109,Cheese
110,Cheese
111,Eggs
111,Bread
111,Cheese
112,Juice
113,Butter
113,Bread
113,Milk
114,Cereal
114,Cheese
114,Juice
115,Eggs
116,Cereal
116,Cheese
116,Bread
116,Butter
117,Cheese
117,Eggs
117,Bread
117,Milk
118,Cheese
118,Eggs
118,Milk
118,Cereal
119,Bread
119,Juice
119,Butter
119,Cheese
120,Eggs
120,Cereal
120,Bread
120,Milk
121,Juice
122,Cheese
123,Butter
123,Cheese
123,Eggs
124,Butter
124,Juice
124,Eggs
125,Juice
126,Bread
127,Bread
128,Cheese
129,Cheese
130,Cereal
130,Cheese
131,Eggs
131,Milk
131,Butter
132,Eggs
132,Cereal
132,Cheese
133,Bread
133,Cheese
134,Eggs
134,Milk
134,Butter
135,Milk
135,Eggs
135,Cheese
136,Milk
136,Juice
137,Cheese
137,Bread
137,Eggs
137,Butter
138,Cereal
138,Cheese
139,Eggs
139,Cheese
139,Butter
139,Cereal
140,Butter
140,Milk
141,Cheese
141,Bread
141,Butter
141,Cereal
142,Bread
142,Juice
142,Milk
143,Cereal
143,Milk
143,Bread
143,Butter
144,Butter
144,Cereal
145,Butter
145,Eggs
146,Juice
147,Cheese
148,Bread
148,Butter
149,Juice
149,Bread
150,Milk
150,Cheese
150,Eggs
151,Milk
151,Butter
151,Eggs
151,Cereal
152,Butter
152,Bread
152,Milk
153,Bread
153,Butter
154,Juice
155,Eggs
155,Bread
156,Cheese
157,Juice
157,Cheese
157,Milk
158,Cereal
158,Eggs
158,Butter
159,Butter
159,Cereal
160,Eggs
161,Milk
161,Cheese
161,Juice
161,Bread
162,Cereal
162,Bread
162,Butter
163,Milk
164,Eggs
164,Cheese
164,Butter
165,Cheese
165,Juice
166,Milk
167,Cheese
168,Bread
168,Butter
169,Eggs
169,Juice
169,Cheese
170,Cereal
170,Eggs
170,Cheese
171,Bread
172,Butter
172,Juice
172,Bread
173,Juice
173,Milk
173,Eggs
173,Butter
174,Juice
174,Cheese
175,Butter
175,Cereal
175,Bread
175,Juice
176,Bread
176,Butter
177,Eggs
177,Juice
178,Cheese
179,Bread
179,Eggs
179,Butter
180,Juice
180,Milk
180,Eggs
181,Milk
181,Bread
181,Butter
182,Eggs
182,Cereal
183,Bread
183,Eggs
183,Juice
184,Cereal
184,Eggs
184,Cheese
185,Juice
186,Bread
186,Milk
186,Eggs
187,Eggs
187,Bread
187,Milk
187,Cereal
188,Cheese
188,Milk
188,Bread
189,Milk
189,Juice
189,Cereal
190,Cheese
190,Milk
191,Butter
191,Juice
191,Eggs
191,Cheese
192,Juice
192,Bread
192,Milk
192,Cheese
193,Cheese
194,Juice
195,Butter
195,Eggs
195,Bread
196,Butter
196,Cheese
196,Bread
196,Eggs
197,Eggs
197,Bread
197,Butter
198,Cereal
198,Butter
198,Eggs
198,Juice
199,Cheese
199,Juice
199,Butter
199,Cereal
200,Cereal
200,Butter
201,Butter
201,Cheese
201,Bread
201,Cereal
202,Cereal
202,Bread
202,Butter
202,Eggs
203,Cereal
203,Juice
204,Cereal
204,Eggs
204,Cheese
204,Bread
205,Eggs
205,Bread
205,Juice
206,Cheese
206,Milk
206,Butter
207,Cereal
208,Eggs
208,Butter
208,Milk
209,Bread
209,Juice
210,Milk
210,Butter
210,Cheese
211,Cereal
211,Cheese
211,Juice
211,Eggs
212,Butter
213,Butter
213,Bread
214,Cheese
214,Juice
214,Milk
215,Cheese
216,Cereal
217,Cereal
217,Juice
218,Juice
218,Cereal
218,Milk
219,Butter
219,Cheese
220,Cheese
220,Eggs
221,Butter
221,Cheese
221,Juice
222,Butter
223,Juice
223,Milk
224,Milk
225,Eggs
226,Cheese
227,Butter
227,Bread
228,Juice
228,Eggs
228,Cereal
229,Butter
229,Eggs
230,Juice
230,Cereal
231,Butter
231,Cereal
231,Juice
231,Milk
232,Cereal
232,Bread
232,Juice
233,Eggs
233,Bread
234,Bread
234,Milk
234,Cereal
234,Cheese
235,Cereal
235,Butter
236,Bread
236,Eggs
237,Juice
238,Milk
238,Juice
238,Eggs
239,Juice
239,Cereal
240,Juice
241,Bread
241,Milk
241,Cheese
242,Eggs
243,Juice
243,Butter
243,Cereal
244,Butter
244,Eggs
244,Cheese
244,Cereal
245,Butter
245,Juice
245,Bread
246,Milk
246,Cereal
246,Juice
247,Cheese
247,Juice
247,Cereal
248,Milk
248,Juice
248,Butter
249,Eggs
249,Cheese
249,Bread
250,Cereal
251,Butter
251,Milk
251,Juice
252,Milk
253,Eggs
253,Butter
253,Bread
253,Juice
254,Eggs
254,Cheese
254,Cereal
254,Bread
255,Eggs
255,Cereal
255,Bread
256,Milk
256,Eggs
256,Juice
257,Butter
258,Cereal
258,Bread
258,Eggs
259,Cereal
260,Cheese
260,Butter
260,Milk
260,Bread
261,Bread
262,Cereal
262,Milk
263,Eggs
263,Butter
264,Butter
264,Milk
264,Eggs
264,Bread
265,Cheese
266,Cereal
266,Milk
266,Butter
267,Bread
267,Cereal
267,Milk
267,Butter
268,Cereal
269,Bread
269,Cereal
269,Cheese
269,Milk
270,Cereal
271,Milk
272,Juice
272,Milk
272,Butter
272,Cereal
273,Eggs
273,Bread
273,Cereal
273,Milk
274,Butter
274,Milk
274,Bread
274,Eggs
275,Cereal
275,Juice
275,Butter
275,Milk
276,Cheese
276,Bread
276,Cereal
276,Juice
277,Cereal
278,Bread
278,Cheese
278,Milk
278,Cereal
279,Cereal
280,Milk
280,Juice
281,Eggs
282,Cheese
282,Bread
282,Eggs
283,Milk
283,Butter
283,Juice
283,Bread
284,Cheese
285,Milk
286,Eggs
286,Cheese
286,Cereal
287,Milk
287,Cereal
288,Milk
288,Bread
288,Juice
289,Cereal
290,Milk
290,Butter
290,Cheese
291,Juice
291,Cereal
292,Butter
293,Bread
293,Milk
294,Cereal
294,Bread
295,Bread
296,Juice
296,Cheese
296,Eggs
297,Juice
298,Bread
298,Juice
298,Cereal
298,Cheese
299,Cheese
299,Milk
299,Cereal
299,Butter
300,Milk
301,Eggs
301,Butter
302,Cereal
302,Eggs
302,Bread
302,Juice
303,Juice
303,Bread
303,Cereal
303,Butter
304,Juice
304,Cheese
305,Juice
305,Butter
305,Cheese
305,Bread
306,Cheese
307,Cheese
307,Eggs
308,Cereal
308,Eggs
308,Cheese
308,Juice
309,Butter
310,Milk
310,Eggs
310,Butter
311,Cereal
311,Cheese
311,Eggs
312,Butter
312,Juice
312,Cheese
313,Juice
313,Eggs
313,Cereal
314,Bread
314,Milk
315,Eggs
315,Milk
315,Juice
315,Cheese
316,Eggs
316,Cereal
316,Cheese
317,Bread
317,Eggs
318,Juice
318,Cereal
318,Cheese
319,Milk
320,Juice
320,Bread
320,Butter
321,Cereal
321,Butter
322,Cereal
322,Eggs
322,Cheese
323,Milk
323,Eggs
324,Cheese
324,Juice
324,Cereal
324,Butter
325,Milk
325,Juice
326,Milk
326,Butter
326,Juice
326,Cheese
327,Juice
328,Juice
329,Cheese
329,Juice
330,Juice
330,Bread
331,Cereal
331,Cheese
331,Eggs
331,Bread
332,Juice
333,Bread
334,Milk
334,Butter
334,Cheese
335,Eggs
335,Milk
335,Cereal
335,Butter
336,Bread
337,Bread
337,Cheese
337,Eggs
337,Milk
338,Eggs
338,Bread
338,Cereal
339,Cheese
339,Bread
339,Milk
339,Eggs
340,Butter
340,Juice
341,Butter
341,Juice
342,Juice
342,Butter
342,Bread
343,Cereal
343,Milk
344,Cheese
344,Eggs
345,Milk
345,Butter
345,Cheese
346,Milk
346,Eggs
346,Bread
347,Butter
347,Cereal
347,Eggs
347,Milk
348,Juice
349,Juice
349,Butter
350,Cheese
350,Bread
350,Cereal
350,Eggs
351,Butter
351,Cereal
351,Bread
351,Cheese
352,Cereal
352,Eggs
352,Butter
352,Juice
353,Eggs
353,Bread
353,Butter
353,Cheese
354,Bread
355,Milk
355,Cereal
355,Eggs
355,Juice
356,Juice
356,Cereal
357,Bread
357,Butter
357,Eggs
358,Juice
358,Cereal
358,Milk
358,Butter
359,Cereal
360,Juice
360,Milk
360,Butter
361,Butter
361,Eggs
361,Milk
362,Cereal
362,Eggs
363,Cheese
363,Milk
363,Cereal
363,Juice
364,Bread
365,Cereal
365,Bread
365,Cheese
365,Milk
366,Eggs
366,Juice
366,Milk
367,Milk
367,Cereal
368,Eggs
368,Butter
369,Cheese
369,Cereal
370,Butter
370,Eggs
370,Cheese
371,Eggs
371,Bread
371,Cheese
371,Cereal
372,Juice
372,Butter
372,Milk
373,Eggs
374,Butter
374,Cheese
374,Cereal
374,Juice
375,Eggs
375,Cereal
375,Cheese
376,Cheese
376,Butter
376,Eggs
376,Cereal
377,Cereal
377,Juice
377,Cheese
378,Milk
378,Bread
379,Eggs
380,Milk
380,Butter
381,Cheese
382,Milk
382,Juice
382,Cheese
382,Bread
383,Bread
383,Eggs
383,Milk
383,Cereal
384,Butter
384,Cheese
384,Bread
384,Juice
385,Cereal
385,Eggs
385,Bread
386,Milk
387,Juice
387,Cheese
388,Eggs
388,Milk
389,Milk
389,Eggs
389,Juice
390,Bread
390,Juice
391,Butter
392,Milk
392,Bread
392,Juice
392,Cereal
393,Eggs
393,Bread
394,Milk
395,Eggs
396,Butter
396,Eggs
396,Juice
396,Cereal
397,Bread
397,Butter
398,Milk
398,Cheese
398,Eggs
398,Juice
399,Cheese
399,Juice
399,Bread
400,Butter
400,Cheese
400,Eggs
401,Milk
401,Juice
401,Cheese
401,Butter
402,Juice
402,Butter
403,Eggs
403,Milk
403,Cheese
404,Cereal
404,Bread
405,Bread
406,Butter
407,Cereal
408,Eggs
408,Cereal
408,Milk
408,Bread
409,Milk
409,Juice
409,Butter
410,Milk
410,Butter
410,Bread
411,Butter
412,Bread
412,Butter
412,Cheese
412,Cereal
413,Juice
414,Butter
414,Bread
414,Cereal
414,Eggs
415,Juice
415,Cheese
415,Milk
415,Eggs
416,Milk
416,Bread
416,Butter
417,Eggs
417,Butter
418,Butter
418,Cheese
418,Juice
419,Juice
419,Milk
419,Eggs
420,Butter
421,Juice
422,Bread
423,Milk
423,Eggs
424,Cereal
424,Eggs
424,Bread
425,Eggs
426,Cheese
427,Eggs
427,Cereal
428,Butter
428,Cheese
428,Milk
429,Bread
430,Bread
431,Juice
431,Bread
431,Cereal
431,Butter
432,Bread
432,Milk
433,Cereal
433,Milk
433,Bread
434,Milk
435,Eggs
435,Juice
435,Bread
435,Cheese
436,Juice
436,Cereal
437,Eggs
438,Butter
438,Cereal
438,Juice
438,Milk
439,Juice
439,Milk
439,Cheese
439,Cereal
440,Cheese
440,Juice
440,Eggs
440,Butter
441,Cereal
441,Eggs
441,Butter
441,Cheese
442,Bread
443,Cheese
443,Bread
444,Milk
445,Milk
445,Cheese
446,Eggs
446,Bread
446,Cheese
447,Cereal
447,Milk
448,Cereal
448,Milk
448,Juice
449,Butter
450,Cereal
450,Juice
450,Bread
451,Cereal
451,Bread
451,Juice
451,Eggs
452,Butter
452,Cheese
452,Milk
452,Juice
453,Cheese
454,Juice
455,Eggs
455,Cheese
456,Bread
456,Cereal
457,Butter
457,Milk
457,Juice
458,Cheese
458,Juice
458,Milk
458,Cereal
459,Milk
460,Bread
460,Cereal
460,Eggs
460,Juice
461,Juice
461,Bread
461,Milk
461,Butter
462,Milk
462,Eggs
463,Juice
463,Milk
464,Milk
464,Juice
464,Bread
465,Juice
465,Bread
466,Cheese
466,Butter
467,Bread
468,Butter
468,Eggs
468,Bread
468,Juice
469,Bread
469,Milk
469,Cheese
469,Cereal
470,Juice
470,Eggs
471,Juice
471,Cereal
471,Butter
472,Bread
473,Cheese
473,Butter
473,Milk
474,Cereal
474,Eggs
474,Bread
474,Juice
475,Eggs
476,Cereal
476,Juice
476,Cheese
477,Bread
477,Eggs
478,Juice
478,Eggs
478,Cereal
478,Bread
479,Milk
479,Cereal
480,Butter
480,Eggs
480,Juice
480,Cheese
481,Milk
482,Cereal
482,Eggs
482,Juice
483,Milk
483,Juice
483,Cheese
484,Eggs
484,Milk
484,Juice
485,Cereal
486,Bread
486,Butter
487,Eggs
487,Bread
487,Juice
487,Cereal
488,Juice
489,Eggs
490,Butter
491,Butter
491,Eggs
492,Juice
492,Eggs
493,Milk
493,Bread
493,Juice
493,Cereal
494,Cheese
494,Milk
495,Milk
496,Milk
496,Juice
497,Butter
497,Juice
497,Bread
497,Milk
498,Eggs
498,Cheese
499,Cereal
499,Cheese
499,Eggs
499,Juice
500,Juice
500,Cereal
500,Cheese
501,Cereal
502,Cereal
503,Milk
503,Bread
504,Cheese
504,Bread
504,Eggs
505,Cereal
505,Juice
505,Bread
505,Milk
506,Cheese
506,Bread
507,Eggs
507,Butter
507,Bread
508,Cheese
508,Milk
509,Butter
509,Bread
509,Cereal
509,Juice
510,Eggs
511,Cereal
511,Eggs
511,Bread
512,Cheese
512,Bread
513,Cereal
513,Eggs
513,Bread
514,Eggs
514,Cheese
514,Milk
515,Butter
515,Juice
515,Eggs
515,Cheese
516,Butter
516,Juice
517,Juice
517,Bread
517,Eggs
518,Cereal
518,Bread
518,Cheese
519,Milk
519,Juice
520,Bread
521,Cheese
521,Cereal
521,Milk
521,Bread
522,Bread
522,Cereal
523,Bread
523,Eggs
524,Cereal
525,Bread
526,Eggs
526,Cheese
527,Bread
527,Cheese
527,Milk
528,Butter
528,Cheese
528,Juice
528,Eggs
529,Juice
529,Cereal
529,Cheese
530,Bread
530,Cereal
531,Juice
531,Bread
531,Cereal
531,Milk
532,Cereal
533,Cheese
533,Bread
533,Cereal
534,Eggs
534,Cereal
534,Butter
534,Juice
535,Cereal
535,Eggs
535,Bread
535,Butter
536,Cheese
536,Butter
536,Juice
537,Bread
538,Bread
539,Eggs
539,Juice
540,Cereal
540,Cheese
540,Juice
541,Bread
541,Cereal
541,Juice
541,Milk
542,Milk
542,Eggs
542,Bread
542,Cheese
543,Juice
544,Butter
544,Eggs
544,Cheese
545,Milk
545,Juice
545,Cheese
545,Butter
546,Bread
546,Eggs
547,Bread
547,Juice
547,Milk
547,Butter
548,Cheese
549,Eggs
549,Cereal
549,Butter
549,Juice
550,Juice
550,Cereal
551,Bread
552,Butter
553,Butter
554,Eggs
554,Bread
554,Milk
554,Butter
555,Eggs
556,Bread
557,Eggs
557,Milk
557,Juice
558,Milk
558,Cereal
558,Juice
559,Eggs
559,Cheese
559,Bread
559,Juice
560,Butter
560,Eggs
560,Cereal
561,Juice
561,Milk
561,Butter
562,Cheese
562,Cereal
563,Milk
564,Bread
564,Cereal
565,Eggs
565,Butter
565,Cereal
566,Eggs
566,Butter
566,Cheese
567,Juice
567,Cereal
567,Cheese
568,Milk
569,Bread
569,Cheese
569,Milk
570,Butter
570,Cheese
570,Cereal
571,Cheese
571,Cereal
571,Eggs
571,Juice
572,Cheese
573,Juice
573,Milk
573,Cereal
573,Cheese
574,Butter
574,Juice
574,Bread
575,Cheese
576,Butter
576,Eggs
576,Cereal
576,Juice
577,Cheese
577,Butter
577,Bread
577,Milk
578,Milk
578,Butter
579,Juice
579,Milk
580,Cereal
580,Eggs
581,Cheese
581,Eggs
581,Milk
582,Cereal
583,Bread
583,Eggs
583,Juice
583,Milk
584,Juice
585,Butter
585,Milk
585,Cereal
586,Bread
587,Bread
587,Cheese
587,Cereal
587,Juice
588,Cereal
589,Juice
590,Butter
590,Juice
590,Milk
590,Cereal
591,Eggs
591,Cereal
591,Bread
591,Butter
592,Butter
592,Milk
592,Cereal
593,Juice
593,Milk
593,Eggs
594,Juice
594,Eggs
594,Bread
594,Cereal
595,Juice
595,Butter
595,Bread
595,Cheese
596,Eggs
596,Milk
596,Cheese
596,Cereal
597,Bread
598,Juice
598,Butter
599,Bread
599,Milk
599,Cereal
599,Juice
600,Bread
600,Eggs
600,Juice
600,Cereal
601,Bread
601,Butter
601,Milk
601,Cheese
602,Eggs
602,Milk
602,Juice
603,Cereal
603,Milk
604,Cheese
604,Cereal
604,Eggs
604,Juice
605,Juice
605,Butter
606,Bread
606,Cheese
607,Eggs
608,Cheese
608,Cereal
608,Bread
608,Eggs
609,Cereal
609,Eggs
609,Butter
609,Cheese
610,Milk
610,Bread
610,Butter
610,Cheese
611,Cereal
611,Eggs
611,Butter
611,Milk
612,Cheese
612,Butter
612,Juice
613,Eggs
613,Milk
613,Juice
613,Cheese
614,Milk
614,Cheese
614,Cereal
614,Eggs
615,Butter
615,Cheese
615,Milk
616,Eggs
617,Bread
618,Cereal
618,Eggs
619,Milk
619,Eggs
619,Cheese
619,Butter
620,Bread
621,Eggs
621,Milk
621,Cereal
621,Cheese
622,Bread
622,Cereal
622,Cheese
623,Milk
624,Eggs
625,Bread
626,Cereal
626,Juice
626,Cheese
627,Butter
627,Juice
627,Cereal
628,Cereal
629,Cereal
629,Butter
629,Eggs
629,Milk
630,Bread
631,Juice
631,Bread
632,Cereal
633,Cereal
633,Juice
633,Cheese
633,Butter
634,Eggs
634,Cereal
634,Bread
634,Cheese
635,Eggs
636,Bread
636,Cheese
637,Cereal
638,Milk
638,Eggs
639,Bread
640,Cheese
641,Milk
641,Eggs
642,Cheese
643,Cheese
643,Eggs
643,Juice
644,Eggs
645,Cheese
645,Eggs
645,Bread
645,Cereal
646,Milk
646,Juice
646,Butter
647,Juice
648,Cereal
648,Cheese
649,Cereal
649,Bread
649,Juice
649,Milk
650,Cereal
651,Butter
651,Juice
651,Bread
651,Cereal
652,Milk
652,Eggs
652,Juice
652,Bread
653,Cereal
654,Juice
654,Bread
654,Eggs
654,Cheese
655,Eggs
655,Butter
655,Cheese
655,Cereal
656,Juice
656,Bread
656,Butter
657,Bread
657,Cereal
657,Milk
657,Cheese
658,Bread
658,Cheese
658,Eggs
659,Eggs
660,Cheese
660,Cereal
660,Bread
660,Juice
661,Butter
661,Cheese
662,Milk
663,Cheese
664,Bread
664,Cereal
664,Milk
664,Juice
665,Milk
665,Cereal
665,Butter
665,Juice
666,Juice
666,Bread
666,Cheese
666,Eggs
667,Cheese
667,Bread
668,Milk
668,Eggs
668,Butter
669,Cereal
669,Butter
669,Bread
669,Milk
670,Milk
670,Butter
670,Juice
671,Cheese
672,Cereal
672,Cheese
672,Bread
673,Juice
674,Cheese
675,Milk
675,Cheese
675,Cereal
675,Eggs
676,Bread
677,Juice
677,Cereal
678,Butter
678,Bread
678,Cereal
678,Eggs
679,Cheese
679,Cereal
679,Butter
680,Bread
680,Eggs
681,Juice
681,Eggs
682,Cheese
683,Butter
684,Eggs
684,Bread
684,Cereal
684,Butter
685,Cereal
685,Milk
685,Bread
686,Juice
686,Eggs
686,Milk
687,Milk
687,Cheese
688,Cereal
689,Cheese
689,Juice
689,Bread
689,Butter
690,Cereal
690,Bread
690,Butter
691,Cereal
691,Eggs
691,Juice
692,Butter
692,Juice
692,Cheese
693,Butter
693,Milk
693,Bread
693,Eggs
694,Butter
694,Eggs
695,Butter
696,Eggs
696,Milk
696,Bread
697,Juice
697,Bread
697,Eggs
698,Bread
698,Butter
699,Juice
699,Butter
700,Eggs
700,Bread
700,Milk
701,Milk
701,Cheese
701,Eggs
702,Cheese
702,Butter
702,Bread
703,Bread
704,Bread
705,Cheese
705,Juice
705,Bread
706,Cheese
706,Bread
706,Butter
707,Eggs
707,Butter
707,Bread
708,Cereal
709,Butter
709,Bread
709,Juice
709,Cereal
710,Butter
710,Bread
710,Eggs
710,Cereal
711,Cheese
711,Cereal
711,Eggs
712,Butter
712,Juice
712,Cheese
712,Milk
713,Cereal
714,Bread
715,Bread
715,Milk
715,Butter
716,Juice
716,Bread
717,Butter
717,Bread
717,Juice
717,Cheese
718,Cheese
718,Milk
718,Cereal
718,Butter
719,Eggs
719,Juice
719,Cheese
720,Butter
720,Bread
721,Eggs
722,Cheese
722,Juice
722,Cereal
722,Butter
723,Butter
723,Milk
724,Cereal
724,Juice
724,Eggs
724,Bread
725,Juice
725,Bread
725,Milk
726,Butter
726,Eggs
727,Eggs
728,Juice
728,Eggs
728,Butter
728,Bread
729,Bread
730,Cheese
730,Butter
730,Cereal
731,Cheese
731,Milk
731,Butter
731,Eggs
732,Juice
732,Bread
732,Milk
733,Milk
733,Bread
733,Cheese
733,Cereal
734,Butter
734,Milk
735,Cheese
735,Bread
736,Cereal
736,Juice
737,Bread
737,Juice
738,Juice
738,Eggs
738,Milk
738,Cheese
739,Bread
739,Cereal
739,Eggs
739,Butter
740,Juice
741,Eggs
741,Cheese
742,Juice
742,Cheese
743,Bread
744,Bread
744,Cereal
745,Juice
745,Milk
746,Eggs
747,Milk
747,Butter
747,Cereal
748,Juice
748,Butter
749,Bread
749,Milk
750,Butter
750,Juice
750,Milk
750,Cheese
751,Cheese
751,Milk
751,Butter
751,Bread
752,Bread
753,Juice
753,Eggs
753,Bread
753,Cereal
754,Butter
754,Milk
754,Eggs
755,Cheese
755,Milk
755,Eggs
755,Juice
756,Milk
756,Juice
756,Cheese
757,Cereal
757,Eggs
757,Juice
758,Bread
758,Milk
758,Cereal
759,Juice
759,Cheese
759,Butter
760,Butter
760,Eggs
761,Juice
762,Cereal
762,Bread
762,Eggs
762,Juice
763,Butter
763,Bread
764,Juice
764,Eggs
764,Bread
764,Butter
765,Cereal
766,Milk
767,Butter
768,Butter
768,Cheese
768,Bread
769,Milk
770,Butter
770,Bread
770,Cereal
771,Milk
772,Cheese
773,Cheese
773,Milk
774,Milk
774,Juice
775,Butter
775,Bread
775,Cereal
775,Juice
776,Milk
777,Butter
778,Juice
779,Cereal
779,Butter
779,Eggs
779,Milk
780,Butter
781,Butter
781,Eggs
781,Juice
782,Bread
783,Eggs
783,Cereal
783,Cheese
784,Butter
784,Eggs
784,Cereal
784,Bread
785,Butter
785,Cheese
785,Bread
785,Juice
786,Cereal
786,Butter
786,Juice
787,Eggs
787,Juice
787,Bread
788,Cheese
788,Juice
788,Milk
788,Eggs
789,Bread
789,Eggs
789,Cheese
789,Milk
790,Milk
790,Butter
791,Juice
791,Butter
791,Cereal
791,Milk
792,Milk
792,Butter
792,Bread
793,Cereal
793,Milk
793,Cheese
794,Milk
794,Cheese
794,Butter
794,Bread
795,Eggs
796,Eggs
796,Cheese
796,Cereal
797,Juice
797,Eggs
797,Milk
797,Butter
798,Milk
799,Eggs
800,Milk
800,Cereal
800,Bread
801,Eggs
801,Milk
802,Bread
803,Cheese
803,Milk
804,Juice
804,Butter
804,Eggs
804,Cheese
805,Cheese
805,Eggs
805,Juice
806,Butter
807,Eggs
807,Milk
808,Cheese
808,Juice
808,Milk
809,Eggs
809,Cheese
809,Milk
810,Cereal
810,Bread
810,Eggs
810,Cheese
811,Butter
811,Bread
812,Eggs
812,Cheese
812,Juice
812,Butter
813,Milk
813,Eggs
813,Butter
813,Bread
814,Cereal
814,Juice
814,Bread
814,Butter
815,Bread
815,Cereal
815,Cheese
816,Cereal
816,Butter
816,Juice
816,Milk
817,Butter
817,Bread
817,Eggs
818,Milk
818,Butter
818,Cereal
819,Cereal
819,Milk
819,Juice
820,Juice
820,Cereal
821,Cereal
821,Butter
821,Milk
821,Cheese
822,Juice
823,Butter
823,Cereal
823,Milk
824,Cheese
825,Butter
825,Bread
825,Milk
825,Cereal
826,Eggs
826,Cheese
827,Butter
827,Milk
828,Juice
828,Cereal
829,Cheese
830,Cheese
830,Cereal
830,Bread
831,Cereal
831,Eggs
832,Cereal
832,Juice
832,Butter
832,Cheese
833,Milk
833,Cheese
833,Bread
833,Juice
834,Butter
835,Milk
835,Juice
835,Cheese
835,Butter
836,Juice
836,Cereal
836,Eggs
836,Butter
837,Milk
837,Bread
838,Cereal
838,Bread
838,Butter
838,Juice
839,Juice
840,Bread
841,Cheese
841,Eggs
841,Bread
842,Cheese
843,Milk
843,Cheese
843,Cereal
843,Butter
844,Juice
844,Milk
844,Eggs
844,Cereal
845,Cheese
845,Cereal
846,Cereal
846,Eggs
846,Cheese
846,Milk
847,Milk
847,Juice
847,Eggs
847,Cereal
848,Cheese
848,Milk
848,Butter
848,Eggs
849,Milk
849,Eggs
849,Bread
849,Butter
850,Juice
850,Milk
850,Bread
850,Cheese
851,Butter
852,Eggs
852,Butter
852,Juice
852,Cereal
853,Eggs
853,Cereal
853,Butter
853,Juice
854,Cereal
854,Butter
854,Milk
854,Juice
855,Milk
856,Cheese
856,Juice
856,Cereal
857,Bread
857,Juice
857,Butter
857,Cereal
858,Butter
859,Bread
859,Cheese
859,Milk
